"wid","agegroup","gender","hand","thirdgrade_usa","thirdgrade_usa_region","s1_dae","s1_time","s2_dae","s2_time","s3_dae","s3_time","db_version"
"0598","25-40","Male","Left","TRUE","Midwest","0","Early evening (5pm-7:30pm)","82","Early evening (5pm-7:30pm)","114","Late morning (9:30am-12:00pm)","version5"
"0132","25-40","Male","Right","TRUE","South","0","Late Morning","32","Early Evening","121","Late Evening","version5"
"0630","18-24","Female","Right","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","39","Early afternoon (12:00pm-2:30pm)","NA","Early afternoon (12:00pm-2:30pm)","version5"
"0440","18-24","Female","Left","TRUE","Midwest","0","Late Evening","49","Late Evening","77","Late Afternoon","version5"
"0242","41-60","Female","Right","FALSE","NA","0","Late Afternoon","29","Late Afternoon","129","Late Afternoon","version5"
"0445","18-24","Female","Right","TRUE","Midwest","0","Early Afternoon","33","Late Morning","111","Late Morning","version5"
"0381","41-60","Male","Right","TRUE","Midwest","0","Early Evening","44","Late Evening","68","Early Morning","version5"
"0666","41-60","Male","Right","TRUE","Northeast","0","Late morning (9:30am-12:00pm)","35","Late morning (9:30am-12:00pm)","63","Late afternoon (2:30pm-5pm)","version5"
"0538","18-24","Female","Right","TRUE","Midwest","0","Early Morning","22","Early Evening","44","Early Afternoon","version5"
"0433","18-24","Female","Right","TRUE","Midwest","0","Late Afternoon","27","Late Morning","48","Early Afternoon","version5"
"0579","18-24","Male","Right","TRUE","Midwest","0","Late evening (later than 7:30pm)","35","Late evening (later than 7:30pm)","60","Late evening (later than 7:30pm)","version5"
"0102","25-40","Female","Right","TRUE","Northeast","0","Early Evening","97","Late Evening","130","Early Evening","version5"
"0640","18-24","Male","Right","TRUE","Midwest","0","NA","42","Early evening (5pm-7:30pm)","70","Early evening (5pm-7:30pm)","version5"
"0016","18-24","female","right","TRUE","midwest","0","latemorning","21","earlymorning","42","earlymorning","version5"
"0143","41-60","female","right","TRUE","midwest","0","lateafternoon","29","NA","55","lateafternoon","version5"
"0342","18-24","Male","Right","TRUE","Midwest","0","Early Evening","22","Late Morning","44","Late Afternoon","version5"
"0678","18-24","Female","Right","TRUE","South","0","Late afternoon (2:30pm-5pm)","41","Early evening (5pm-7:30pm)","75","Late afternoon (2:30pm-5pm)","version5"
"0498","25-40","Female","Right","TRUE","NA","0","Late Evening","26","Early Afternoon","55","Late Evening","version5"
"0074","25-40","male","left","TRUE","midwest","0","earlyafternoon","23","earlymorning","49","latemorning","version5"
"0155","41-60","male","right","TRUE","midwest","0","lateevening","36","lateevening","99","lateevening","version5"
"0403","18-24","Female","Right","FALSE","NA","401","Early Afternoon","421","Late Afternoon","0","Late Morning","version5"
"0015","41-60","female","right","TRUE","midwest","0","lateevening","39","earlymorning","78","lateafternoon","version5"
"0665","18-24","Male","Right","TRUE","Midwest","0","Late Evening","26","Late Evening","56","Early Afternoon","version5"
"0352","61+","Female","Right","TRUE","Midwest","0","Early Afternoon","35","Late Morning","65","Late Morning","version5"
"0091","41-60","female","right","TRUE","midwest","0","lateevening","22","lateafternoon","43","lateevening","version5"
"0489","18-24","Female","Right","TRUE","Midwest","0","Late Morning","24","Early Afternoon","57","Early Evening","version5"
"0193","61+","Female","Right","TRUE","West","0","Early Morning","32","Late Afternoon","58","Late Afternoon","version5"
"0526","18-24","Female","Right","TRUE","Midwest","0","Late Morning","29","Early Evening","66","Early Evening","version5"
"0232","41-60","Female","Right","TRUE","Northeast","0","Late Morning","28","Late Morning","62","Late Afternoon","version5"
"0709","25-40","Female","Right","FALSE","NA","0","Early evening (5pm-7:30pm)","35","Early evening (5pm-7:30pm)","83","Late evening (later than 7:30pm)","version5"
"0647","41-60","Female","Right","TRUE","Midwest","0","Early evening (5pm-7:30pm)","28","Late morning (9:30am-12:00pm)","56","Early evening (5pm-7:30pm)","version5"
